Date,Day_of_Week,Hour,Department,Staff_Count,Num_Patients,Average_Wait_Time,Emergency_Load,Label
2025-02-19,Saturday,5,Surgery,12,20,38,No,High
2025-03-18,Monday,0,Emergency,5,36,62,Yes,High
2025-09-18,Tuesday,2,Radiology,11,1,5,Yes,Low
2025-01-19,Monday,17,Surgery,10,20,36,Yes,High
2025-07-20,Wednesday,22,Cardiology,3,25,48,Yes,High
2025-05-25,Tuesday,1,Emergency,4,24,54,Yes,High
2025-07-27,Wednesday,18,Radiology,15,6,12,Yes,Low
2025-08-16,Sunday,2,Surgery,6,9,17,No,Low
2025-07-11,Friday,9,Pediatrics,14,12,22,Yes,Medium
2025-02-13,Thursday,7,Radiology,15,5,13,Yes,Low
2025-07-15,Monday,1,Pediatrics,7,3,13,Yes,Low
2025-04-11,Friday,20,Surgery,8,26,44,Yes,High
2025-04-08,Sunday,2,Emergency,14,21,47,Yes,High
2025-02-22,Monday,18,Surgery,10,20,43,Yes,High
2025-09-19,Monday,5,Emergency,4,28,54,Yes,High
2025-07-06,Saturday,23,Cardiology,4,32,53,No,High
2025-04-12,Sunday,9,Cardiology,12,16,33,Yes,Medium
2025-05-29,Thursday,16,Surgery,12,14,32,No,Medium
2025-10-10,Saturday,3,Emergency,8,29,46,Yes,High
2025-02-01,Friday,5,Radiology,15,7,21,Yes,Low
2025-01-21,Thursday,7,Radiology,14,14,32,Yes,Medium
2025-04-04,Thursday,21,Emergency,15,34,61,Yes,High
2025-01-26,Thursday,3,Emergency,12,36,66,Yes,High
2025-03-09,Wednesday,11,Emergency,15,25,42,Yes,High
2025-06-25,Friday,10,Emergency,4,18,39,No,Medium
2025-04-04,Monday,11,Surgery,15,19,47,No,Medium
2025-10-05,Thursday,20,Cardiology,14,18,42,Yes,Medium
2025-09-28,Tuesday,2,Cardiology,11,18,34,Yes,Medium
2025-05-08,Sunday,23,Surgery,9,20,36,Yes,High
2025-04-07,Wednesday,0,Radiology,3,5,20,No,Low
2025-02-10,Thursday,9,Radiology,8,5,15,No,Low
2025-02-03,Wednesday,5,Surgery,8,7,21,No,Low
2025-09-16,Saturday,21,Cardiology,5,17,40,No,Medium
2025-05-01,Saturday,14,Cardiology,8,19,39,Yes,Medium
2025-01-25,Thursday,23,Cardiology,14,23,42,Yes,High
2025-09-18,Monday,21,Emergency,14,35,59,Yes,High
2025-08-06,Tuesday,22,Radiology,8,16,34,Yes,Medium
2025-08-31,Wednesday,9,Pediatrics,3,12,27,No,Medium
2025-08-05,Sunday,9,Pediatrics,12,5,14,No,Low
2025-08-06,Thursday,0,Pediatrics,12,12,19,No,Medium
2025-07-27,Wednesday,1,Radiology,15,18,34,Yes,Medium
2025-03-16,Tuesday,9,Emergency,11,27,50,Yes,High
2025-08-03,Tuesday,16,Surgery,11,15,26,Yes,Medium
2025-04-03,Sunday,19,Pediatrics,12,23,42,Yes,High
2025-03-19,Friday,7,Cardiology,12,14,30,No,Medium
2025-02-01,Thursday,19,Radiology,7,16,34,No,Medium
2025-04-13,Sunday,12,Pediatrics,5,16,36,Yes,Medium
2025-09-09,Friday,21,Emergency,14,21,47,Yes,High
2025-03-17,Saturday,15,Emergency,15,21,43,Yes,High
2025-07-16,Sunday,6,Cardiology,15,6,23,Yes,Low
2025-05-18,Saturday,23,Emergency,9,41,80,Yes,High
2025-07-16,Monday,10,Emergency,9,30,64,Yes,High
2025-03-09,Sunday,3,Radiology,9,0,10,No,Low
2025-02-21,Wednesday,2,Emergency,11,36,59,Yes,High
2025-05-28,Saturday,5,Radiology,7,14,23,Yes,Medium
2025-03-19,Thursday,16,Emergency,13,40,75,Yes,High
2025-03-01,Thursday,22,Pediatrics,6,17,30,Yes,Medium
2025-04-04,Friday,0,Emergency,11,37,66,Yes,High
2025-09-12,Tuesday,21,Emergency,15,37,72,Yes,High
2025-09-11,Saturday,8,Surgery,15,11,28,No,Medium
2025-05-31,Tuesday,23,Surgery,3,16,31,Yes,Medium
2025-04-18,Saturday,8,Pediatrics,6,11,20,No,Medium
2025-02-21,Wednesday,20,Pediatrics,15,9,23,Yes,Low
2025-09-24,Tuesday,6,Cardiology,12,18,43,No,Medium
2025-08-15,Monday,21,Radiology,15,19,38,Yes,Medium
2025-06-15,Sunday,7,Emergency,10,30,53,Yes,High
2025-01-29,Sunday,18,Surgery,15,18,39,Yes,Medium
2025-10-02,Tuesday,13,Surgery,14,6,24,Yes,Low
2025-08-17,Tuesday,17,Radiology,4,17,34,Yes,Medium
2025-07-01,Wednesday,9,Cardiology,11,28,53,Yes,High
2025-09-22,Monday,1,Cardiology,12,18,45,Yes,Medium
2025-06-22,Monday,5,Pediatrics,12,15,31,Yes,Medium
2025-06-01,Friday,19,Radiology,12,10,15,No,Medium
2025-04-24,Friday,14,Radiology,15,14,22,Yes,Medium
2025-06-16,Friday,5,Surgery,7,4,8,Yes,Low
2025-07-07,Friday,16,Radiology,13,9,25,Yes,Low
2025-09-25,Wednesday,19,Emergency,4,35,68,Yes,High
2025-02-05,Monday,19,Radiology,9,14,30,Yes,Medium
2025-04-28,Friday,7,Cardiology,7,13,30,Yes,Medium
2025-04-04,Sunday,17,Pediatrics,8,8,16,No,Low
2025-08-02,Thursday,19,Radiology,10,12,26,Yes,Medium
2025-05-07,Tuesday,23,Pediatrics,7,23,42,Yes,High
2025-09-04,Saturday,16,Pediatrics,6,29,44,No,High
2025-01-01,Saturday,5,Pediatrics,12,13,33,Yes,Medium
2025-07-20,Wednesday,18,Radiology,5,17,39,No,Medium
2025-02-20,Monday,14,Cardiology,15,18,41,Yes,Medium
2025-07-05,Wednesday,19,Emergency,3,32,61,Yes,High
2025-05-12,Saturday,13,Surgery,13,17,37,Yes,Medium
2025-08-29,Tuesday,3,Pediatrics,10,9,28,No,Low
2025-06-04,Tuesday,7,Pediatrics,14,21,43,No,High
2025-02-10,Saturday,4,Cardiology,5,9,27,Yes,Low
2025-08-14,Tuesday,2,Pediatrics,10,9,27,Yes,Low
2025-07-18,Monday,13,Pediatrics,15,18,41,No,Medium
2025-05-29,Tuesday,16,Surgery,6,26,54,Yes,High
2025-08-29,Monday,0,Radiology,10,0,10,Yes,Low
2025-04-08,Tuesday,21,Pediatrics,7,8,20,Yes,Low
2025-08-21,Saturday,14,Pediatrics,6,12,25,No,Medium
2025-04-06,Sunday,11,Surgery,13,10,35,No,Medium
2025-05-30,Sunday,15,Cardiology,14,18,37,Yes,Medium
2025-04-14,Tuesday,5,Cardiology,12,12,30,No,Medium
2025-02-24,Saturday,1,Pediatrics,12,0,26,Yes,Low
2025-10-11,Tuesday,10,Cardiology,4,15,32,Yes,Medium
2025-03-01,Friday,0,Radiology,15,7,31,Yes,Low
2025-06-17,Tuesday,9,Surgery,14,5,15,No,Low
2025-09-20,Monday,12,Pediatrics,10,15,34,No,Medium
2025-02-03,Tuesday,8,Emergency,15,19,30,No,Medium
2025-08-05,Friday,19,Pediatrics,12,31,60,No,High
2025-08-18,Wednesday,5,Surgery,3,0,16,Yes,Low
2025-08-28,Saturday,2,Pediatrics,7,10,35,Yes,Medium
2025-01-25,Saturday,17,Pediatrics,4,25,49,No,High
2025-09-14,Saturday,14,Surgery,12,15,30,Yes,Medium
2025-09-10,Thursday,22,Pediatrics,4,16,27,No,Medium
2025-01-23,Saturday,12,Pediatrics,9,20,41,Yes,High
2025-07-04,Wednesday,13,Emergency,14,29,55,Yes,High
2025-06-26,Sunday,3,Cardiology,3,26,47,No,High
2025-09-15,Saturday,3,Radiology,15,9,20,No,Low
2025-03-30,Wednesday,11,Emergency,12,35,59,Yes,High
2025-03-06,Saturday,4,Emergency,7,20,33,No,High
2025-01-07,Monday,16,Pediatrics,13,19,40,Yes,Medium
2025-07-30,Wednesday,22,Radiology,11,13,25,No,Medium
2025-06-09,Friday,2,Emergency,4,26,48,Yes,High
2025-06-19,Sunday,2,Emergency,15,31,57,Yes,High
2025-01-05,Wednesday,13,Surgery,8,8,16,No,Low
2025-08-20,Sunday,8,Surgery,4,2,22,No,Low
2025-07-24,Saturday,1,Pediatrics,14,7,22,Yes,Low
2025-02-14,Sunday,8,Pediatrics,8,11,16,Yes,Medium
2025-09-02,Monday,12,Pediatrics,15,11,28,Yes,Medium
2025-02-17,Friday,8,Cardiology,10,1,5,Yes,Low
2025-05-02,Saturday,11,Cardiology,3,19,30,Yes,Medium
2025-03-22,Tuesday,7,Pediatrics,15,7,18,Yes,Low
2025-04-17,Friday,11,Surgery,13,0,5,Yes,Low
2025-04-09,Friday,8,Emergency,6,21,41,Yes,High
2025-05-09,Monday,3,Surgery,7,6,20,No,Low
2025-02-09,Wednesday,2,Emergency,12,22,51,Yes,High
2025-03-29,Friday,2,Cardiology,10,9,25,No,Low
2025-01-30,Monday,5,Radiology,15,0,10,No,Low
2025-08-01,Saturday,20,Emergency,10,41,65,Yes,High
2025-02-11,Saturday,6,Radiology,4,7,19,No,Low
2025-04-04,Tuesday,13,Pediatrics,14,16,28,Yes,Medium
2025-04-21,Sunday,21,Emergency,3,35,51,Yes,High
2025-06-19,Tuesday,20,Surgery,13,17,34,No,Medium
2025-01-26,Tuesday,19,Surgery,9,11,22,No,Medium
2025-04-21,Friday,2,Radiology,3,6,15,No,Low
2025-09-08,Sunday,9,Cardiology,7,16,33,No,Medium
2025-04-03,Sunday,22,Surgery,8,10,20,Yes,Medium
2025-04-29,Tuesday,0,Emergency,10,25,51,Yes,High
2025-10-11,Friday,23,Surgery,9,18,35,Yes,Medium
2025-08-17,Monday,14,Radiology,12,7,28,No,Low
2025-05-19,Sunday,2,Pediatrics,10,8,33,No,Low
2025-03-25,Tuesday,13,Emergency,12,22,43,Yes,High
2025-06-08,Sunday,8,Surgery,3,25,41,Yes,High
2025-07-10,Sunday,5,Emergency,7,27,53,Yes,High
2025-10-01,Tuesday,19,Cardiology,14,22,49,Yes,High
2025-04-05,Saturday,9,Emergency,15,29,57,Yes,High
2025-01-19,Thursday,14,Cardiology,12,20,44,No,High
2025-03-07,Sunday,0,Radiology,11,6,21,No,Low
2025-05-09,Wednesday,23,Pediatrics,15,9,28,Yes,Low
2025-08-19,Tuesday,2,Cardiology,13,18,38,Yes,Medium
2025-04-19,Monday,22,Surgery,15,11,28,No,Medium
2025-04-16,Thursday,6,Radiology,7,8,22,No,Low
2025-04-01,Thursday,12,Surgery,15,13,31,No,Medium
2025-06-02,Saturday,0,Radiology,7,7,18,No,Low
2025-07-06,Sunday,15,Surgery,7,16,23,Yes,Medium
2025-04-28,Saturday,8,Pediatrics,6,14,33,Yes,Medium
2025-08-06,Saturday,8,Cardiology,5,24,50,Yes,High
2025-06-16,Tuesday,10,Emergency,9,28,53,Yes,High
2025-06-06,Monday,17,Surgery,15,19,35,Yes,Medium
2025-03-07,Sunday,17,Pediatrics,6,18,37,Yes,Medium
2025-03-29,Monday,7,Pediatrics,11,5,14,No,Low
2025-05-15,Thursday,7,Pediatrics,14,12,28,No,Medium
2025-06-14,Tuesday,3,Cardiology,10,17,40,No,Medium
2025-07-27,Thursday,17,Emergency,13,35,58,Yes,High
2025-08-10,Wednesday,19,Pediatrics,15,3,10,No,Low
2025-09-10,Wednesday,15,Pediatrics,14,4,13,Yes,Low
2025-02-16,Tuesday,22,Emergency,13,42,76,Yes,High
2025-02-08,Wednesday,0,Emergency,9,12,25,No,Medium
2025-07-11,Thursday,5,Cardiology,13,21,46,No,High
2025-03-10,Monday,1,Radiology,11,12,24,No,Medium
2025-06-16,Saturday,8,Emergency,12,24,53,Yes,High
2025-08-28,Monday,7,Pediatrics,12,14,25,No,Medium
2025-08-05,Sunday,14,Surgery,6,13,27,Yes,Medium
2025-06-30,Friday,9,Radiology,15,9,23,Yes,Low
2025-10-05,Friday,11,Surgery,12,22,32,Yes,High
2025-08-14,Friday,13,Radiology,7,1,5,No,Low
2025-08-06,Tuesday,16,Surgery,7,20,31,Yes,High
2025-03-18,Tuesday,19,Surgery,3,16,32,Yes,Medium
2025-01-31,Friday,23,Cardiology,13,19,46,No,Medium
2025-02-08,Saturday,3,Pediatrics,13,0,5,No,Low
2025-09-21,Saturday,19,Cardiology,6,18,35,No,Medium
2025-04-24,Sunday,1,Cardiology,4,20,35,No,High
2025-07-26,Sunday,4,Emergency,7,31,59,Yes,High
2025-06-26,Saturday,21,Pediatrics,13,12,20,Yes,Medium
2025-03-03,Thursday,13,Emergency,6,26,47,Yes,High
2025-01-17,Thursday,11,Pediatrics,7,13,26,Yes,Medium
2025-05-10,Saturday,15,Radiology,4,7,25,Yes,Low
2025-06-11,Saturday,8,Pediatrics,9,9,18,No,Low
2025-06-14,Saturday,9,Emergency,11,38,69,Yes,High
2025-06-27,Sunday,13,Emergency,14,27,46,Yes,High
2025-06-13,Tuesday,19,Surgery,15,12,28,Yes,Medium
2025-06-30,Wednesday,3,Pediatrics,6,0,14,No,Low
2025-05-10,Sunday,18,Cardiology,11,30,57,Yes,High
2025-02-09,Monday,7,Radiology,13,6,17,Yes,Low
2025-03-21,Sunday,6,Radiology,13,19,43,No,Medium
2025-07-10,Saturday,4,Pediatrics,5,16,33,No,Medium
2025-05-25,Wednesday,14,Cardiology,11,20,43,No,High
2025-07-12,Tuesday,20,Radiology,11,7,24,Yes,Low
2025-06-08,Sunday,12,Radiology,6,12,23,Yes,Medium
2025-10-08,Sunday,15,Emergency,10,31,60,Yes,High
2025-06-15,Sunday,12,Radiology,5,9,20,No,Low
2025-08-25,Monday,18,Pediatrics,10,21,41,No,High
2025-09-04,Tuesday,7,Radiology,6,13,26,No,Medium
2025-04-02,Tuesday,21,Cardiology,3,29,55,Yes,High
2025-02-21,Friday,14,Pediatrics,9,13,24,No,Medium
2025-03-19,Saturday,14,Cardiology,4,26,42,Yes,High
2025-09-27,Wednesday,2,Cardiology,10,11,32,No,Medium
2025-07-31,Sunday,7,Radiology,13,9,25,Yes,Low
2025-02-14,Thursday,14,Pediatrics,7,25,46,Yes,High
2025-01-24,Tuesday,12,Pediatrics,15,8,20,Yes,Low
2025-08-28,Sunday,3,Cardiology,10,17,38,Yes,Medium
2025-10-08,Monday,2,Cardiology,7,14,24,Yes,Medium
2025-03-04,Saturday,22,Radiology,7,19,36,Yes,Medium
2025-02-21,Friday,21,Radiology,8,24,42,Yes,High
2025-08-01,Friday,20,Surgery,3,25,44,Yes,High
2025-02-07,Sunday,20,Surgery,11,3,13,Yes,Low
2025-06-21,Friday,1,Pediatrics,7,12,28,No,Medium
2025-05-13,Tuesday,23,Radiology,7,24,52,Yes,High
2025-09-20,Wednesday,15,Cardiology,15,10,30,Yes,Medium
2025-03-25,Thursday,11,Cardiology,11,18,31,No,Medium
2025-04-20,Saturday,18,Radiology,5,7,19,No,Low
2025-06-24,Wednesday,17,Cardiology,9,32,64,Yes,High
2025-05-25,Friday,0,Cardiology,14,23,42,Yes,High
2025-04-29,Saturday,4,Radiology,5,0,10,No,Low
2025-05-19,Monday,10,Pediatrics,5,14,16,Yes,Medium
2025-04-15,Thursday,5,Pediatrics,14,16,36,No,Medium
2025-02-28,Monday,21,Pediatrics,5,15,27,No,Medium
2025-04-25,Tuesday,21,Radiology,7,15,31,No,Medium
2025-06-23,Wednesday,9,Emergency,15,26,51,Yes,High
2025-07-23,Friday,11,Surgery,12,9,33,No,Low
2025-03-22,Sunday,2,Surgery,8,0,14,Yes,Low
2025-02-02,Friday,2,Emergency,5,26,38,Yes,High
2025-07-16,Friday,19,Surgery,15,14,31,Yes,Medium
2025-06-21,Monday,11,Pediatrics,10,10,24,Yes,Medium
2025-01-16,Wednesday,18,Pediatrics,14,23,44,No,High
2025-03-31,Sunday,21,Pediatrics,14,10,23,Yes,Medium
2025-09-09,Thursday,8,Pediatrics,8,16,45,Yes,Medium
2025-05-28,Tuesday,0,Radiology,3,0,7,No,Low
2025-04-06,Thursday,20,Pediatrics,12,11,26,Yes,Medium
2025-09-26,Monday,1,Cardiology,12,18,42,Yes,Medium
2025-01-10,Sunday,23,Pediatrics,7,20,44,Yes,High
2025-02-19,Sunday,19,Cardiology,13,6,20,Yes,Low
2025-03-07,Friday,21,Radiology,12,13,30,Yes,Medium
2025-08-12,Thursday,11,Pediatrics,15,12,28,Yes,Medium
2025-03-04,Wednesday,23,Cardiology,8,18,41,Yes,Medium
2025-05-08,Friday,22,Pediatrics,8,14,23,No,Medium
2025-07-18,Thursday,2,Pediatrics,3,9,25,No,Low
2025-03-15,Sunday,22,Pediatrics,9,9,16,Yes,Low
2025-05-03,Wednesday,23,Surgery,3,23,56,No,High
2025-04-12,Thursday,13,Pediatrics,8,23,34,Yes,High
2025-03-31,Friday,19,Emergency,10,40,69,Yes,High
2025-08-11,Saturday,13,Cardiology,7,23,41,Yes,High
2025-09-17,Wednesday,12,Emergency,7,28,56,Yes,High
2025-01-28,Monday,7,Surgery,8,3,20,No,Low
2025-06-22,Wednesday,5,Radiology,7,3,12,No,Low
2025-09-20,Sunday,10,Cardiology,14,21,46,No,High
2025-03-18,Friday,8,Cardiology,6,18,32,No,Medium
2025-09-20,Friday,19,Surgery,7,14,23,Yes,Medium
2025-04-27,Thursday,8,Emergency,12,18,39,No,Medium
2025-03-25,Monday,2,Radiology,11,3,14,Yes,Low
2025-10-13,Saturday,17,Emergency,13,36,68,Yes,High
2025-05-26,Friday,21,Emergency,11,26,41,Yes,High
2025-09-04,Friday,5,Cardiology,6,12,21,Yes,Medium
2025-08-24,Tuesday,2,Emergency,13,27,48,Yes,High
2025-09-02,Tuesday,10,Cardiology,4,20,41,Yes,High
2025-01-20,Friday,15,Emergency,5,41,76,Yes,High
2025-05-21,Friday,21,Cardiology,11,23,48,Yes,High
2025-05-25,Wednesday,18,Emergency,3,34,64,Yes,High
2025-09-11,Wednesday,9,Radiology,14,16,33,Yes,Medium
2025-04-02,Monday,11,Cardiology,7,20,41,Yes,High
2025-06-30,Saturday,20,Cardiology,9,25,49,No,High
2025-09-13,Saturday,1,Pediatrics,9,8,25,No,Low
2025-06-18,Saturday,19,Radiology,3,23,42,No,High
2025-06-03,Tuesday,12,Radiology,9,6,16,Yes,Low
2025-08-22,Sunday,1,Pediatrics,15,21,41,Yes,High
2025-02-20,Friday,9,Cardiology,11,22,48,Yes,High
2025-04-22,Thursday,21,Cardiology,15,17,29,Yes,Medium
2025-05-06,Saturday,12,Emergency,14,31,51,Yes,High
2025-07-16,Thursday,22,Surgery,4,20,40,No,High
2025-08-28,Friday,2,Cardiology,11,20,34,No,High
2025-07-06,Tuesday,17,Pediatrics,7,9,23,No,Low
2025-05-05,Monday,2,Pediatrics,14,1,12,No,Low
2025-08-27,Wednesday,16,Surgery,12,21,47,No,High
2025-04-14,Friday,10,Surgery,3,3,16,No,Low
2025-06-09,Saturday,14,Pediatrics,4,8,35,Yes,Low
2025-05-23,Saturday,12,Surgery,5,6,23,No,Low
2025-02-11,Tuesday,14,Emergency,14,30,55,Yes,High
2025-01-10,Wednesday,22,Surgery,3,15,36,No,Medium
2025-04-28,Tuesday,12,Cardiology,14,4,11,Yes,Low
2025-08-07,Thursday,12,Pediatrics,14,13,32,Yes,Medium
2025-05-29,Thursday,18,Radiology,4,27,50,No,High
2025-04-08,Wednesday,0,Cardiology,11,13,35,Yes,Medium
2025-09-09,Wednesday,21,Cardiology,3,24,43,No,High
2025-01-24,Sunday,18,Pediatrics,4,32,53,No,High
2025-09-23,Tuesday,20,Cardiology,9,15,32,No,Medium
2025-06-08,Sunday,0,Radiology,5,22,36,Yes,High
2025-09-24,Saturday,22,Emergency,13,44,80,Yes,High
2025-04-21,Thursday,3,Surgery,14,6,19,No,Low
2025-03-21,Wednesday,6,Cardiology,14,15,35,Yes,Medium
2025-04-05,Sunday,18,Radiology,6,5,15,Yes,Low
2025-10-13,Thursday,12,Radiology,5,14,23,No,Medium
2025-07-29,Wednesday,11,Cardiology,13,18,42,Yes,Medium
2025-05-31,Thursday,7,Emergency,4,30,47,Yes,High
2025-03-21,Monday,6,Radiology,3,17,34,Yes,Medium
2025-03-25,Saturday,0,Emergency,14,16,37,No,Medium
2025-07-13,Thursday,3,Emergency,15,26,52,Yes,High
2025-07-15,Thursday,23,Surgery,10,12,22,No,Medium
2025-08-13,Saturday,14,Radiology,9,4,16,No,Low
2025-08-26,Wednesday,3,Pediatrics,6,10,25,Yes,Medium
2025-05-12,Thursday,7,Cardiology,3,9,20,Yes,Low
2025-04-29,Sunday,14,Emergency,5,36,65,Yes,High
2025-06-05,Friday,13,Pediatrics,8,7,24,No,Low
2025-07-21,Tuesday,20,Emergency,15,22,45,Yes,High
2025-08-31,Tuesday,21,Emergency,6,27,58,Yes,High
2025-01-11,Monday,6,Emergency,11,32,54,Yes,High
2025-08-23,Wednesday,16,Cardiology,11,13,29,Yes,Medium
2025-05-09,Sunday,0,Emergency,4,13,32,No,Medium
2025-09-25,Monday,12,Surgery,14,14,26,Yes,Medium
2025-03-11,Wednesday,7,Pediatrics,12,18,36,No,Medium
2025-07-05,Thursday,19,Emergency,9,26,47,Yes,High
2025-04-26,Monday,11,Radiology,15,7,18,No,Low
2025-06-24,Friday,16,Surgery,15,10,18,No,Medium
2025-08-30,Sunday,18,Cardiology,3,18,33,No,Medium
2025-05-24,Sunday,5,Cardiology,9,12,17,Yes,Medium
2025-06-30,Sunday,7,Pediatrics,9,24,50,No,High
2025-09-21,Thursday,12,Pediatrics,3,8,15,Yes,Low
2025-01-22,Saturday,19,Cardiology,4,16,38,Yes,Medium
2025-02-06,Thursday,9,Emergency,6,29,46,Yes,High
2025-07-10,Saturday,12,Pediatrics,12,14,31,No,Medium
2025-10-05,Wednesday,14,Pediatrics,6,19,35,No,Medium
2025-09-28,Sunday,2,Pediatrics,12,22,35,No,High
2025-01-04,Sunday,0,Emergency,9,19,46,No,Medium
2025-07-12,Monday,16,Radiology,4,12,27,No,Medium
2025-01-31,Thursday,10,Emergency,13,31,63,Yes,High
2025-02-10,Saturday,8,Radiology,5,17,36,No,Medium
2025-08-08,Wednesday,6,Cardiology,15,19,41,Yes,Medium
2025-06-27,Thursday,22,Emergency,4,29,54,Yes,High
2025-03-25,Sunday,3,Radiology,13,18,37,Yes,Medium
2025-01-02,Friday,2,Surgery,11,5,16,Yes,Low
2025-03-28,Monday,16,Pediatrics,6,23,36,No,High
2025-04-20,Tuesday,18,Cardiology,9,27,53,Yes,High
2025-03-20,Friday,14,Pediatrics,15,9,21,Yes,Low
2025-07-30,Wednesday,8,Emergency,8,29,57,Yes,High
2025-08-21,Saturday,4,Radiology,3,9,18,No,Low
2025-07-05,Thursday,9,Radiology,11,21,37,No,High
2025-03-06,Thursday,8,Cardiology,5,8,23,No,Low
2025-05-11,Sunday,1,Cardiology,14,16,32,Yes,Medium
2025-07-11,Tuesday,6,Surgery,13,6,14,Yes,Low
2025-08-19,Tuesday,16,Pediatrics,8,17,37,Yes,Medium
2025-09-17,Friday,13,Radiology,11,15,33,No,Medium
2025-08-01,Sunday,11,Emergency,7,31,57,Yes,High
2025-04-20,Monday,2,Cardiology,9,7,13,Yes,Low
2025-06-06,Saturday,17,Surgery,10,0,13,Yes,Low
2025-07-15,Tuesday,8,Cardiology,10,10,25,Yes,Medium
2025-01-29,Friday,11,Radiology,13,10,26,No,Medium
2025-05-30,Saturday,0,Pediatrics,6,18,22,No,Medium
2025-09-02,Wednesday,20,Surgery,10,23,43,Yes,High
2025-10-10,Wednesday,21,Pediatrics,11,30,63,No,High
2025-01-27,Tuesday,10,Surgery,14,16,40,No,Medium
2025-01-07,Thursday,11,Cardiology,13,10,25,No,Medium
2025-03-25,Saturday,21,Emergency,12,41,69,Yes,High
2025-02-10,Saturday,19,Emergency,3,37,68,Yes,High
2025-07-24,Friday,7,Surgery,5,5,17,No,Low
2025-08-18,Monday,8,Pediatrics,7,20,46,No,High
2025-03-02,Thursday,1,Pediatrics,12,0,5,No,Low
2025-04-29,Monday,0,Cardiology,8,11,26,No,Medium
2025-01-15,Saturday,4,Radiology,4,14,30,No,Medium
2025-03-23,Wednesday,3,Pediatrics,12,10,18,No,Medium
2025-02-05,Monday,3,Radiology,7,13,31,No,Medium
2025-08-02,Monday,21,Emergency,5,41,74,Yes,High
2025-02-16,Wednesday,20,Surgery,5,17,29,No,Medium
2025-05-31,Monday,6,Cardiology,6,11,30,No,Medium
2025-02-14,Sunday,4,Radiology,9,1,11,Yes,Low
2025-09-11,Monday,10,Radiology,15,1,5,No,Low
2025-02-05,Monday,0,Emergency,4,32,48,Yes,High
2025-01-19,Tuesday,17,Emergency,7,25,54,Yes,High
2025-02-11,Tuesday,16,Radiology,4,8,26,Yes,Low
2025-09-14,Saturday,12,Radiology,10,15,35,No,Medium
2025-05-26,Sunday,4,Pediatrics,9,1,8,No,Low
2025-07-15,Monday,11,Pediatrics,11,19,45,Yes,Medium
2025-09-11,Sunday,15,Emergency,10,23,37,Yes,High
2025-05-20,Wednesday,0,Radiology,14,10,25,Yes,Medium
2025-01-07,Wednesday,12,Radiology,4,10,25,Yes,Medium
2025-07-06,Saturday,4,Radiology,14,0,13,No,Low
2025-04-01,Friday,6,Cardiology,10,6,11,Yes,Low
2025-02-26,Tuesday,16,Pediatrics,9,10,20,No,Medium
2025-06-15,Friday,12,Emergency,12,38,67,Yes,High
2025-01-27,Sunday,21,Radiology,4,13,26,Yes,Medium
2025-02-06,Saturday,11,Radiology,12,16,30,No,Medium
2025-10-07,Friday,12,Radiology,7,6,20,Yes,Low
2025-07-21,Monday,10,Emergency,4,27,53,Yes,High
2025-06-21,Tuesday,21,Emergency,5,38,58,Yes,High
2025-01-24,Sunday,13,Pediatrics,7,22,42,Yes,High
2025-05-01,Wednesday,17,Surgery,4,21,47,Yes,High
2025-07-24,Saturday,1,Radiology,5,3,13,Yes,Low
2025-06-26,Monday,10,Surgery,13,12,34,Yes,Medium
2025-04-21,Friday,11,Pediatrics,6,8,24,No,Low
2025-10-12,Wednesday,12,Pediatrics,10,20,39,Yes,High
2025-02-15,Wednesday,1,Pediatrics,14,11,19,Yes,Medium
2025-07-01,Sunday,11,Emergency,9,24,46,Yes,High
2025-09-01,Friday,9,Radiology,8,7,19,Yes,Low
2025-01-28,Wednesday,12,Surgery,11,0,5,Yes,Low
2025-02-14,Wednesday,23,Surgery,15,25,43,Yes,High
2025-08-24,Saturday,3,Emergency,13,29,53,Yes,High
2025-09-27,Friday,5,Emergency,12,34,51,Yes,High
2025-06-14,Monday,17,Surgery,7,22,37,No,High
2025-06-01,Wednesday,3,Emergency,13,22,44,Yes,High
2025-05-17,Friday,7,Radiology,8,15,34,Yes,Medium
2025-08-14,Friday,18,Radiology,6,9,27,No,Low
2025-06-01,Thursday,5,Radiology,3,2,12,No,Low
2025-05-09,Tuesday,10,Pediatrics,13,13,34,No,Medium
2025-04-04,Thursday,12,Emergency,9,32,62,Yes,High
2025-09-13,Sunday,12,Emergency,8,30,61,Yes,High
2025-02-26,Thursday,21,Pediatrics,15,15,29,No,Medium
2025-08-19,Sunday,20,Radiology,6,23,45,No,High
2025-08-22,Tuesday,6,Emergency,9,24,43,Yes,High
2025-08-15,Sunday,11,Emergency,14,24,55,Yes,High
2025-05-02,Sunday,0,Pediatrics,4,3,13,Yes,Low
2025-09-11,Friday,15,Radiology,13,22,55,Yes,High
2025-03-12,Wednesday,22,Emergency,11,51,79,Yes,High
2025-03-06,Friday,11,Emergency,14,28,56,Yes,High
2025-04-29,Tuesday,0,Pediatrics,14,11,21,Yes,Medium
2025-04-07,Friday,12,Emergency,14,22,48,Yes,High
2025-08-08,Friday,8,Surgery,3,15,39,No,Medium
2025-04-12,Tuesday,7,Pediatrics,8,11,32,Yes,Medium
2025-09-08,Monday,20,Radiology,14,9,18,Yes,Low
2025-08-04,Monday,19,Pediatrics,5,23,37,No,High
2025-04-09,Tuesday,13,Emergency,4,34,58,Yes,High
